GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHH,AIANHHA,TRACTA,C_CITYA,COUNTY,COUNTYA,CTY_SUB,CTY_SUBA,DIVISION,DIVISIONA,MSA_CMSA,MSA_CMSAA,PLACE,PLACEA,PMSA,PMSAA,REGION,REGIONA,STATE,STATEA,URB_AREA,URB_AREAA,ANPSADPI,FGW001
G0600470,1990,"","","","","","","",Merced,047,"","","",9,"",4940,"","","",9999,"",4,California,06,"","",Merced County,1866727881
G0600490,1990,"","","","","","","",Modoc,049,"","","",9,"",9999,"","","",9999,"",4,California,06,"","",Modoc County,103514658
G0600510,1990,"","","","","","","",Mono,051,"","","",9,"",9999,"","","",9999,"",4,California,06,"","",Mono County,158762558
G0600530,1990,"","","","","","","",Monterey,053,"","","",9,"",7120,"","","",9999,"",4,California,06,"","",Monterey County,4894635298
G0600550,1990,"","","","","","","",Napa,055,"","","",9,"",7362,"","","",8720,"",4,California,06,"","",Napa County,1917223702
G0600570,1990,"","","","","","","",Nevada,057,"","","",9,"",9999,"","","",9999,"",4,California,06,"","",Nevada County,1221855805
G0600590,1990,"","","","","","","",Orange,059,"","","",9,"",4472,"","","",0360,"",4,California,06,"","",Orange County,47494826663
G0600610,1990,"","","","","","","",Placer,061,"","","",9,"",6920,"","","",9999,"",4,California,06,"","",Placer County,2977507887
G0600630,1990,"","","","","","","",Plumas,063,"","","",9,"",9999,"","","",9999,"",4,California,06,"","",Plumas County,245639383
G0600650,1990,"","","","","","","",Riverside,065,"","","",9,"",4472,"","","",6780,"",4,California,06,"","",Riverside County,16697760432
G0600670,1990,"","","","","","","",Sacramento,067,"","","",9,"",6920,"","","",9999,"",4,California,06,"","",Sacramento County,15695720312
G0600690,1990,"","","","","","","",San Benito,069,"","","",9,"",9999,"","","",9999,"",4,California,06,"","",San Benito County,506108313
G0600710,1990,"","","","","","","",San Bernardino,071,"","","",9,"",4472,"","","",6780,"",4,California,06,"","",San Bernardino County,18660627926
G0600730,1990,"","","","","","","",San Diego,073,"","","",9,"",7320,"","","",9999,"",4,California,06,"","",San Diego County,39392354244
G0600750,1990,"","","","","","","",San Francisco,075,"","","",9,"",7362,"","","",7360,"",4,California,06,"","",San Francisco County,13972431464
G0600770,1990,"","","","","","","",San Joaquin,077,"","","",9,"",8120,"","","",9999,"",4,California,06,"","",San Joaquin County,5967094947
G0600790,1990,"","","","","","","",San Luis Obispo,079,"","","",9,"",9999,"","","",9999,"",4,California,06,"","",San Luis Obispo County,3172908628
G0600810,1990,"","","","","","","",San Mateo,081,"","","",9,"",7362,"","","",7360,"",4,California,06,"","",San Mateo County,14424871860
G0600830,1990,"","","","","","","",Santa Barbara,083,"","","",9,"",7480,"","","",9999,"",4,California,06,"","",Santa Barbara County,6160053567
G0600850,1990,"","","","","","","",Santa Clara,085,"","","",9,"",7362,"","","",7400,"",4,California,06,"","",Santa Clara County,30232851204
G0600870,1990,"","","","","","","",Santa Cruz,087,"","","",9,"",7362,"","","",7485,"",4,California,06,"","",Santa Cruz County,3939121428
G0600890,1990,"","","","","","","",Shasta,089,"","","",9,"",6690,"","","",9999,"",4,California,06,"","",Shasta County,1801852724
G0600910,1990,"","","","","","","",Sierra,091,"","","",9,"",9999,"","","",9999,"",4,California,06,"","",Sierra County,45226645
G0600930,1990,"","","","","","","",Siskiyou,093,"","","",9,"",9999,"","","",9999,"",4,California,06,"","",Siskiyou County,500182887
G0600950,1990,"","","","","","","",Solano,095,"","","",9,"",7362,"","","",8720,"",4,California,06,"","",Solano County,4954356321
G0600970,1990,"","","","","","","",Sonoma,097,"","","",9,"",7362,"","","",7500,"",4,California,06,"","",Sonoma County,6622312190
G0600990,1990,"","","","","","","",Stanislaus,099,"","","",9,"",5170,"","","",9999,"",4,California,06,"","",Stanislaus County,4660186132
G0601010,1990,"","","","","","","",Sutter,101,"","","",9,"",9340,"","","",9999,"",4,California,06,"","",Sutter County,817295053
G0601030,1990,"","","","","","","",Tehama,103,"","","",9,"",9999,"","","",9999,"",4,California,06,"","",Tehama County,534618316
G0601050,1990,"","","","","","","",Trinity,105,"","","",9,"",9999,"","","",9999,"",4,California,06,"","",Trinity County,139884545
G0601070,1990,"","","","","","","",Tulare,107,"","","",9,"",8780,"","","",9999,"",4,California,06,"","",Tulare County,3139536749
G0601090,1990,"","","","","","","",Tuolumne,109,"","","",9,"",9999,"","","",9999,"",4,California,06,"","",Tuolumne County,617811654
G0601110,1990,"","","","","","","",Ventura,111,"","","",9,"",4472,"","","",6000,"",4,California,06,"","",Ventura County,11802355464
G0601130,1990,"","","","","","","",Yolo,113,"","","",9,"",6920,"","","",9999,"",4,California,06,"","",Yolo County,1919800277
G0601150,1990,"","","","","","","",Yuba,115,"","","",9,"",9340,"","","",9999,"",4,California,06,"","",Yuba County,557395994
G0800010,1990,"","","","","","","",Adams,001,"","","",8,"",2082,"","","",2080,"",4,Colorado,08,"","",Adams County,3298833090
G0800030,1990,"","","","","","","",Alamosa,003,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Alamosa County,125267685
G0800050,1990,"","","","","","","",Arapahoe,005,"","","",8,"",2082,"","","",2080,"",4,Colorado,08,"","",Arapahoe County,7298350633
G0800070,1990,"","","","","","","",Archuleta,007,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Archuleta County,57625170
G0800090,1990,"","","","","","","",Baca,009,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Baca County,42949478
G0800110,1990,"","","","","","","",Bent,011,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Bent County,42209371
G0800130,1990,"","","","","","","",Boulder,013,"","","",8,"",2082,"","","",1125,"",4,Colorado,08,"","",Boulder County,3862454799
G0800150,1990,"","","","","","","",Chaffee,015,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Chaffee County,124415013
G0800170,1990,"","","","","","","",Cheyenne,017,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Cheyenne County,26662582
G0800190,1990,"","","","","","","",Clear Creek,019,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Clear Creek County,123174712
G0800210,1990,"","","","","","","",Conejos,021,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Conejos County,49340186
G0800230,1990,"","","","","","","",Costilla,023,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Costilla County,23261121
G0800250,1990,"","","","","","","",Crowley,025,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Crowley County,24765396
G0800270,1990,"","","","","","","",Custer,027,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Custer County,21804262
G0800290,1990,"","","","","","","",Delta,029,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Delta County,198898290
G0800310,1990,"","","","","","","",Denver,031,"","","",8,"",2082,"","","",2080,"",4,Colorado,08,"","",Denver County,7175162954
G0800330,1990,"","","","","","","",Dolores,033,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Dolores County,14945489
G0800350,1990,"","","","","","","",Douglas,035,"","","",8,"",2082,"","","",2080,"",4,Colorado,08,"","",Douglas County,1268174530
G0800370,1990,"","","","","","","",Eagle,037,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Eagle County,395285965
G0800390,1990,"","","","","","","",Elbert,039,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Elbert County,139893990
G0800410,1990,"","","","","","","",El Paso,041,"","","",8,"",1720,"","","",9999,"",4,Colorado,08,"","",El Paso County,5298529602
G0800430,1990,"","","","","","","",Fremont,043,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Fremont County,300759739
G0800450,1990,"","","","","","","",Garfield,045,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Garfield County,380304143
G0800470,1990,"","","","","","","",Gilpin,047,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Gilpin County,47250094
G0800490,1990,"","","","","","","",Grand,049,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Grand County,106160932
G0800510,1990,"","","","","","","",Gunnison,051,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Gunnison County,115589706
G0800530,1990,"","","","","","","",Hinsdale,053,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Hinsdale County,6062427
G0800550,1990,"","","","","","","",Huerfano,055,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Huerfano County,48932886
G0800570,1990,"","","","","","","",Jackson,057,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Jackson County,17061739
G0800590,1990,"","","","","","","",Jefferson,059,"","","",8,"",2082,"","","",2080,"",4,Colorado,08,"","",Jefferson County,7523417910
G0800610,1990,"","","","","","","",Kiowa,061,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Kiowa County,17101158
G0800630,1990,"","","","","","","",Kit Carson,063,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Kit Carson County,81078148
G0800650,1990,"","","","","","","",Lake,065,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Lake County,67975425
G0800670,1990,"","","","","","","",La Plata,067,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",La Plata County,384263463
G0800690,1990,"","","","","","","",Larimer,069,"","","",8,"",2670,"","","",9999,"",4,Colorado,08,"","",Larimer County,2570736528
G0800710,1990,"","","","","","","",Las Animas,071,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Las Animas County,121032136
G0800730,1990,"","","","","","","",Lincoln,073,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Lincoln County,45090535
G0800750,1990,"","","","","","","",Logan,075,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Logan County,190086415
G0800770,1990,"","","","","","","",Mesa,077,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Mesa County,1087492699
G0800790,1990,"","","","","","","",Mineral,079,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Mineral County,6242271
G0800810,1990,"","","","","","","",Moffat,081,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Moffat County,138636904
G0800830,1990,"","","","","","","",Montezuma,083,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Montezuma County,189624037
G0800850,1990,"","","","","","","",Montrose,085,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Montrose County,268512580
G0800870,1990,"","","","","","","",Morgan,087,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Morgan County,237315435
G0800890,1990,"","","","","","","",Otero,089,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Otero County,189241254
G0800910,1990,"","","","","","","",Ouray,091,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Ouray County,30458438
G0800930,1990,"","","","","","","",Park,093,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Park County,103022592
G0800950,1990,"","","","","","","",Phillips,095,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Phillips County,43093402
G0800970,1990,"","","","","","","",Pitkin,097,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Pitkin County,337325112
G0800990,1990,"","","","","","","",Prowers,099,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Prowers County,128402593
G0801010,1990,"","","","","","","",Pueblo,101,"","","",8,"",6560,"","","",9999,"",4,Colorado,08,"","",Pueblo County,1259017652
G0801030,1990,"","","","","","","",Rio Blanco,103,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Rio Blanco County,73380581
G0801050,1990,"","","","","","","",Rio Grande,105,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Rio Grande County,102735576
G0801070,1990,"","","","","","","",Routt,107,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Routt County,215905070
G0801090,1990,"","","","","","","",Saguache,109,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Saguache County,39697225
G0801110,1990,"","","","","","","",San Juan,111,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",San Juan County,8154889
G0801130,1990,"","","","","","","",San Miguel,113,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",San Miguel County,58650400
G0801150,1990,"","","","","","","",Sedgwick,115,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Sedgwick County,26464282
G0801170,1990,"","","","","","","",Summit,117,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Summit County,223071943
G0801190,1990,"","","","","","","",Teller,119,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Teller County,170282926
G0801210,1990,"","","","","","","",Washington,121,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Washington County,50554059
G0801230,1990,"","","","","","","",Weld,123,"","","",8,"",3060,"","","",9999,"",4,Colorado,08,"","",Weld County,1479535973
G0801250,1990,"","","","","","","",Yuma,125,"","","",8,"",9999,"","","",9999,"",4,Colorado,08,"","",Yuma County,95438776
G0900010,1990,"","","","","","","",Fairfield,001,"","","",1,"",####,"","","",####,"",1,Connecticut,09,"","",Fairfield County,21472228509
G0900030,1990,"","","","","","","",Hartford,003,"","","",1,"",####,"","","",####,"",1,Connecticut,09,"","",Hartford County,15994864406
G0900050,1990,"","","","","","","",Litchfield,005,"","","",1,"",####,"","","",####,"",1,Connecticut,09,"","",Litchfield County,3453732313
G0900070,1990,"","","","","","","",Middlesex,007,"","","",1,"",####,"","","",####,"",1,Connecticut,09,"","",Middlesex County,2760926371
G0900090,1990,"","","","","","","",New Haven,009,"","","",1,"",####,"","","",####,"",1,Connecticut,09,"","",New Haven County,14028094785
G0900110,1990,"","","","","","","",New London,011,"","","",1,"",####,"","","",####,"",1,Connecticut,09,"","",New London County,4099479956
G0900130,1990,"","","","","","","",Tolland,013,"","","",1,"",####,"","","",####,"",1,Connecticut,09,"","",Tolland County,2242312309
G0900150,1990,"","","","","","","",Windham,015,"","","",1,"",####,"","","",9999,"",1,Connecticut,09,"","",Windham County,1475104640
G1000010,1990,"","","","","","","",Kent,001,"","","",5,"",9999,"","","",9999,"",3,Delaware,10,"","",Kent County,1381530261
G1000030,1990,"","","","","","","",New Castle,003,"","","",5,"",6162,"","","",9160,"",3,Delaware,10,"","",New Castle County,7598414168
G1000050,1990,"","","","","","","",Sussex,005,"","","",5,"",9999,"","","",9999,"",3,Delaware,10,"","",Sussex County,1418123939
G1100010,1990,"","","","","","","",District Of Columbia,001,"","","",5,"",8840,"","","",9999,"",3,District Of Columbia,11,"","",District of Columbia,11060364974
G1200010,1990,"","","","","","","",Alachua,001,"","","",5,"",2900,"","","",9999,"",3,Florida,12,"","",Alachua County,2189570279
G1200030,1990,"","","","","","","",Baker,003,"","","",5,"",9999,"","","",9999,"",3,Florida,12,"","",Baker County,164655322
G1200050,1990,"","","","","","","",Bay,005,"","","",5,"",6015,"","","",9999,"",3,Florida,12,"","",Bay County,1522768797
G1200070,1990,"","","","","","","",Bradford,007,"","","",5,"",2900,"","","",9999,"",3,Florida,12,"","",Bradford County,206993547
G1200090,1990,"","","","","","","",Brevard,009,"","","",5,"",4900,"","","",9999,"",3,Florida,12,"","",Brevard County,5974893882
G1200110,1990,"","","","","","","",Broward,011,"","","",5,"",4992,"","","",2680,"",3,Florida,12,"","",Broward County,21020725809
G1200130,1990,"","","","","","","",Calhoun,013,"","","",5,"",9999,"","","",9999,"",3,Florida,12,"","",Calhoun County,93447650
G1200150,1990,"","","","","","","",Charlotte,015,"","","",5,"",9999,"","","",9999,"",3,Florida,12,"","",Charlotte County,1584345459
G1200170,1990,"","","","","","","",Citrus,017,"","","",5,"",9999,"","","",9999,"",3,Florida,12,"","",Citrus County,1121302230
G1200190,1990,"","","","","","","",Clay,019,"","","",5,"",3600,"","","",9999,"",3,Florida,12,"","",Clay County,1460565266
G1200210,1990,"","","","","","","",Collier,021,"","","",5,"",5345,"","","",9999,"",3,Florida,12,"","",Collier County,3204220849
G1200230,1990,"","","","","","","",Columbia,023,"","","",5,"",9999,"","","",9999,"",3,Florida,12,"","",Columbia County,432703183
G1200250,1990,"","","","","","","",Dade,025,"","","",5,"",4992,"","","",5000,"",3,Florida,12,"","",Dade County,26238124206
G1200270,1990,"","","","","","","",Desoto,027,"","","",5,"",9999,"","","",9999,"",3,Florida,12,"","",DeSoto County,229647339
G1200290,1990,"","","","","","","",Dixie,029,"","","",5,"",9999,"","","",9999,"",3,Florida,12,"","",Dixie County,87657723
G1200310,1990,"","","","","","","",Duval,031,"","","",5,"",3600,"","","",9999,"",3,Florida,12,"","",Duval County,9145479619
G1200330,1990,"","","","","","","",Escambia,033,"","","",5,"",6080,"","","",9999,"",3,Florida,12,"","",Escambia County,3112659764
G1200350,1990,"","","","","","","",Flagler,035,"","","",5,"",9999,"","","",9999,"",3,Florida,12,"","",Flagler County,431753564
G1200370,1990,"","","","","","","",Franklin,037,"","","",5,"",9999,"","","",9999,"",3,Florida,12,"","",Franklin County,87225728
G1200390,1990,"","","","","","","",Gadsden,039,"","","",5,"",8240,"","","",9999,"",3,Florida,12,"","",Gadsden County,347576487
G1200410,1990,"","","","","","","",Gilchrist,041,"","","",5,"",9999,"","","",9999,"",3,Florida,12,"","",Gilchrist County,77507985
G1200430,1990,"","","","","","","",Glades,043,"","","",5,"",9999,"","","",9999,"",3,Florida,12,"","",Glades County,75809935
G1200450,1990,"","","","","","","",Gulf,045,"","","",5,"",9999,"","","",9999,"",3,Florida,12,"","",Gulf County,114058315
G1200470,1990,"","","","","","","",Hamilton,047,"","","",5,"",9999,"","","",9999,"",3,Florida,12,"","",Hamilton County,90147914
G1200490,1990,"","","","","","","",Hardee,049,"","","",5,"",9999,"","","",9999,"",3,Florida,12,"","",Hardee County,178469271
G1200510,1990,"","","","","","","",Hendry,051,"","","",5,"",9999,"","","",9999,"",3,Florida,12,"","",Hendry County,254149182
G1200530,1990,"","","","","","","",Hernando,053,"","","",5,"",8280,"","","",9999,"",3,Florida,12,"","",Hernando County,1189434532
G1200550,1990,"","","","","","","",Highlands,055,"","","",5,"",9999,"","","",9999,"",3,Florida,12,"","",Highlands County,817134375
G1200570,1990,"","","","","","","",Hillsborough,057,"","","",5,"",8280,"","","",9999,"",3,Florida,12,"","",Hillsborough County,11726555737
G1200590,1990,"","","","","","","",Holmes,059,"","","",5,"",9999,"","","",9999,"",3,Florida,12,"","",Holmes County,133575563
G1200610,1990,"","","","","","","",Indian River,061,"","","",5,"",9999,"","","",9999,"",3,Florida,12,"","",Indian River County,1599011271
G1200630,1990,"","","","","","","",Jackson,063,"","","",5,"",9999,"","","",9999,"",3,Florida,12,"","",Jackson County,365742745
